"filename", "language", "Properties", "Java", "XML", "JavaScript", "CSS", "HTML", "Log", "comment", "blank", "total"
"e:\workspace\problem-solving-skills\src\leetcode\com\algorithms\WordSearch.java", "Java", 0, 43, 0, 0, 0, 0, 0, 15, 12, 70
"e:\workspace\problem-solving-skills\src\leetcode\com\algorithms\ZigZagConversion.java", "Java", 0, 32, 0, 0, 0, 0, 0, 9, 5, 46
"e:\workspace\problem-solving-skills\src\leetcode\com\algorithms\isSubsequence.java", "Java", 0, 64, 0, 0, 0, 0, 0, 19, 13, 96
"e:\workspace\problem-solving-skills\src\leetcode\microsoft\arraystrings\GroupAnagrams.java", "Java", 0, 70, 0, 0, 0, 0, 0, 10, 15, 95
"e:\workspace\problem-solving-skills\src\leetcode\microsoft\arraystrings\LongestPalindromicSubstring.java", "Java", 0, 44, 0, 0, 0, 0, 0, 10, 10, 64
"e:\workspace\problem-solving-skills\src\leetcode\microsoft\arraystrings\ReverseString.java", "Java", 0, 11, 0, 0, 0, 0, 0, 9, 3, 23
"e:\workspace\problem-solving-skills\src\leetcode\microsoft\arraystrings\ReverseWordsInAString.java", "Java", 0, 40, 0, 0, 0, 0, 0, 9, 9, 58
"e:\workspace\problem-solving-skills\src\leetcode\microsoft\arraystrings\ReverseWordsInAStringII.java", "Java", 0, 30, 0, 0, 0, 0, 0, 9, 10, 49
"e:\workspace\problem-solving-skills\src\leetcode\microsoft\arraystrings\RotateImage.java", "Java", 0, 18, 0, 0, 0, 0, 0, 9, 5, 32
"e:\workspace\problem-solving-skills\src\leetcode\microsoft\arraystrings\SetMatrixZeroes.java", "Java", 0, 55, 0, 0, 0, 0, 0, 9, 12, 76
"e:\workspace\problem-solving-skills\src\leetcode\microsoft\arraystrings\SpiralMatrix.java", "Java", 0, 44, 0, 0, 0, 0, 0, 16, 13, 73
"e:\workspace\problem-solving-skills\src\leetcode\microsoft\arraystrings\StringToIntegerAtoi.java", "Java", 0, 46, 0, 0, 0, 0, 0, 9, 9, 64
"e:\workspace\problem-solving-skills\src\leetcode\microsoft\arraystrings\TrappingRainWater.java", "Java", 0, 54, 0, 0, 0, 0, 0, 10, 14, 78
"e:\workspace\problem-solving-skills\src\leetcode\microsoft\arraystrings\TwoSum.java", "Java", 0, 23, 0, 0, 0, 0, 0, 11, 5, 39
"e:\workspace\problem-solving-skills\src\leetcode\microsoft\arraystrings\ValidPalindrome.java", "Java", 0, 49, 0, 0, 0, 0, 0, 9, 11, 69
"e:\workspace\problem-solving-skills\src\leetcode\microsoft\arraystrings\ValidParentheses.java", "Java", 0, 28, 0, 0, 0, 0, 0, 9, 6, 43
"e:\workspace\problem-solving-skills\src\leetcode\microsoft\backtracking\LetterCombinationsOfAPhoneNumber.java", "Java", 0, 56, 0, 0, 0, 0, 0, 10, 8, 74
"e:\workspace\problem-solving-skills\src\leetcode\microsoft\backtracking\WordSearchII.java", "Java", 0, 68, 0, 0, 0, 0, 0, 9, 21, 98
"e:\workspace\problem-solving-skills\src\leetcode\microsoft\dynamicprograming\BestTimeToBuyAndSellStock.java", "Java", 0, 14, 0, 0, 0, 0, 0, 9, 3, 26
"e:\workspace\problem-solving-skills\src\leetcode\microsoft\linkedlist\AddTwoNumbers.java", "Java", 0, 41, 0, 0, 0, 0, 0, 14, 13, 68
"e:\workspace\problem-solving-skills\src\leetcode\microsoft\linkedlist\AddTwoNumbersII.java", "Java", 0, 57, 0, 0, 0, 0, 0, 9, 14, 80
"e:\workspace\problem-solving-skills\src\leetcode\microsoft\linkedlist\IntersectionOfTwoLinkedList.java", "Java", 0, 37, 0, 0, 0, 0, 0, 9, 12, 58
"e:\workspace\problem-solving-skills\src\leetcode\microsoft\linkedlist\LinkedListCycle.java", "Java", 0, 18, 0, 0, 0, 0, 0, 9, 6, 33
"e:\workspace\problem-solving-skills\src\leetcode\microsoft\linkedlist\MergeKSortedLists.java", "Java", 0, 39, 0, 0, 0, 0, 0, 9, 9, 57
"e:\workspace\problem-solving-skills\src\leetcode\microsoft\linkedlist\MergeTwoSortedLists.java", "Java", 0, 39, 0, 0, 0, 0, 0, 48, 15, 102
"e:\workspace\problem-solving-skills\src\leetcode\microsoft\linkedlist\ReverseLinkedList.java", "Java", 0, 19, 0, 0, 0, 0, 0, 9, 6, 34
"e:\workspace\problem-solving-skills\src\leetcode\microsoft\others\SingleNumber.java", "Java", 0, 10, 0, 0, 0, 0, 0, 9, 2, 21
"e:\workspace\problem-solving-skills\src\leetcode\microsoft\sortingandsearching\FindMinimumInRotatedSortedArray.java", "Java", 0, 20, 0, 0, 0, 0, 0, 9, 6, 35
"e:\workspace\problem-solving-skills\src\leetcode\microsoft\sortingandsearching\FindMinimumInRotatedSortedArrayII.java", "Java", 0, 21, 0, 0, 0, 0, 0, 12, 3, 36
"e:\workspace\problem-solving-skills\src\leetcode\microsoft\sortingandsearching\MergeSortedArray.java", "Java", 0, 21, 0, 0, 0, 0, 0, 9, 2, 32
"e:\workspace\problem-solving-skills\src\leetcode\microsoft\sortingandsearching\RemoveDuplicatesFromSortedArray.java", "Java", 0, 14, 0, 0, 0, 0, 0, 9, 2, 25
"e:\workspace\problem-solving-skills\src\leetcode\microsoft\sortingandsearching\SortColors.java", "Java", 0, 36, 0, 0, 0, 0, 0, 9, 8, 53
"e:\workspace\problem-solving-skills\src\leetcode\microsoft\treesandgraphs\BinaryTreeInorderTraversal.java", "Java", 0, 29, 0, 0, 0, 0, 0, 9, 5, 43
"e:\workspace\problem-solving-skills\src\leetcode\microsoft\treesandgraphs\BinaryTreeLevelOrderTraversal.java", "Java", 0, 32, 0, 0, 0, 0, 0, 9, 8, 49
"e:\workspace\problem-solving-skills\src\leetcode\microsoft\treesandgraphs\BinaryTreeZigzagLevelOrderTraversal.java", "Java", 0, 78, 0, 0, 0, 0, 0, 10, 11, 99
"e:\workspace\problem-solving-skills\src\leetcode\microsoft\treesandgraphs\NumberOfIsland.java", "Java", 0, 28, 0, 0, 0, 0, 0, 9, 4, 41
"e:\workspace\problem-solving-skills\src\leetcode\microsoft\treesandgraphs\PopulatingNextRightPointersInEachNode.java", "Java", 0, 38, 0, 0, 0, 0, 0, 9, 9, 56
"e:\workspace\problem-solving-skills\src\leetcode\microsoft\treesandgraphs\PopulatingNextRightPointersInEachNodeII.java", "Java", 0, 24, 0, 0, 0, 0, 0, 9, 5, 38
"e:\workspace\problem-solving-skills\src\leetcode\microsoft\treesandgraphs\ValidateBinarySearchTree.java", "Java", 0, 16, 0, 0, 0, 0, 0, 9, 8, 33
"e:\workspace\problem-solving-skills\src\microsoft\event\cTSx59\DinnerBowl.java", "Java", 0, 37, 0, 0, 0, 0, 0, 9, 7, 53
"e:\workspace\problem-solving-skills\src\microsoft\event\cTSx59\FindAPath.java", "Java", 0, 74, 0, 0, 0, 0, 0, 17, 12, 103
"e:\workspace\problem-solving-skills\src\microsoft\interviwer\AllPossibleNumbers.java", "Java", 0, 43, 0, 0, 0, 0, 0, 9, 11, 63
"e:\workspace\problem-solving-skills\src\tutorial\crackingthecodinginterview\datastructures\ArraysLeftRotation.java", "Java", 0, 44, 0, 0, 0, 0, 0, 9, 9, 62
"e:\workspace\problem-solving-skills\src\tutorial\crackingthecodinginterview\datastructures\HashTableRansomNote.java", "Java", 0, 48, 0, 0, 0, 0, 0, 9, 12, 69
"e:\workspace\problem-solving-skills\src\tutorial\crackingthecodinginterview\datastructures\HeapFindtheRunningMedian.java", "Java", 0, 57, 0, 0, 0, 0, 0, 9, 12, 78
"e:\workspace\problem-solving-skills\src\tutorial\crackingthecodinginterview\datastructures\StacksBalancedBrackets.java", "Java", 0, 40, 0, 0, 0, 0, 0, 9, 9, 58
"e:\workspace\problem-solving-skills\src\tutorial\crackingthecodinginterview\datastructures\StringMakingAnagrams.java", "Java", 0, 28, 0, 0, 0, 0, 0, 9, 9, 46
"e:\workspace\problem-solving-skills\src\uri\accepted\Alliteration_1263.java", "Java", 0, 41, 0, 0, 0, 0, 0, 9, 6, 56
"e:\workspace\problem-solving-skills\src\uri\accepted\ArrayHash_1257.java", "Java", 0, 35, 0, 0, 0, 0, 0, 9, 9, 53
"e:\workspace\problem-solving-skills\src\uri\accepted\BloggoShortcuts_1239.java", "Java", 0, 46, 0, 0, 0, 0, 0, 9, 8, 63
"e:\workspace\problem-solving-skills\src\uri\accepted\CaesarCipher_1253.java", "Java", 0, 35, 0, 0, 0, 0, 0, 9, 8, 52
"e:\workspace\problem-solving-skills\src\uri\accepted\Combiner_1238.java", "Java", 0, 44, 0, 0, 0, 0, 0, 9, 11, 64
"e:\workspace\problem-solving-skills\src\uri\accepted\CompareSubstring_1237.java", "Java", 0, 84, 0, 0, 0, 0, 0, 11, 16, 111
"e:\workspace\problem-solving-skills\src\uri\accepted\ContractRevision_1120.java", "Java", 0, 48, 0, 0, 0, 0, 0, 12, 12, 72
"e:\workspace\problem-solving-skills\src\uri\accepted\DancingSentence_1234.java", "Java", 0, 43, 0, 0, 0, 0, 0, 9, 9, 61
"e:\workspace\problem-solving-skills\src\uri\accepted\DestructionCannon_1288.java", "Java", 0, 41, 0, 0, 0, 0, 0, 10, 8, 59
"e:\workspace\problem-solving-skills\src\uri\accepted\DiamondsAndSand1069.java", "Java", 0, 32, 0, 0, 0, 0, 0, 9, 11, 52
"e:\workspace\problem-solving-skills\src\uri\accepted\DietPlan_1248.java", "Java", 0, 55, 0, 0, 0, 0, 0, 9, 10, 74
"e:\workspace\problem-solving-skills\src\uri\accepted\EconomicPhonebook_1211.java", "Java", 0, 101, 0, 0, 0, 0, 0, 9, 33, 143
"e:\workspace\problem-solving-skills\src\uri\accepted\ErasingAndWining_1084.java", "Java", 0, 45, 0, 0, 0, 0, 0, 10, 12, 67
"e:\workspace\problem-solving-skills\src\uri\accepted\EvenAndOdd_1259.java", "Java", 0, 43, 0, 0, 0, 0, 0, 22, 14, 79
"e:\workspace\problem-solving-skills\src\uri\accepted\FibonacciHowManyCalls_1029.java", "Java", 0, 3, 0, 0, 0, 0, 0, 189, 2, 194
"e:\workspace\problem-solving-skills\src\uri\accepted\FitOrDontFitII_1241.java", "Java", 0, 46, 0, 0, 0, 0, 0, 9, 11, 66
"e:\workspace\problem-solving-skills\src\uri\accepted\HiddenMessage_1272.java", "Java", 0, 35, 0, 0, 0, 0, 0, 9, 10, 54
"e:\workspace\problem-solving-skills\src\uri\accepted\HowEasy_1243.java", "Java", 0, 66, 0, 0, 0, 0, 0, 10, 12, 88
"e:\workspace\problem-solving-skills\src\uri\accepted\InsideOut_1235.java", "Java", 0, 50, 0, 0, 0, 0, 0, 9, 11, 70
"e:\workspace\problem-solving-skills\src\uri\accepted\JustifierII_1278.java", "Java", 0, 63, 0, 0, 0, 0, 0, 9, 11, 83
"e:\workspace\problem-solving-skills\src\uri\accepted\Justifier_1273.java", "Java", 0, 42, 0, 0, 0, 0, 0, 9, 11, 62
"e:\workspace\problem-solving-skills\src\uri\accepted\LED_1168.java", "Java", 0, 30, 0, 0, 0, 0, 0, 12, 11, 53
"e:\workspace\problem-solving-skills\src\uri\accepted\LetterFrequency_1255.java", "Java", 0, 46, 0, 0, 0, 0, 0, 9, 11, 66
"e:\workspace\problem-solving-skills\src\uri\accepted\MultipleReading_1262.java", "Java", 0, 43, 0, 0, 0, 0, 0, 9, 9, 61
"e:\workspace\problem-solving-skills\src\uri\accepted\ParenthesisBalanceI.java", "Java", 0, 32, 0, 0, 0, 0, 0, 9, 8, 49
"e:\workspace\problem-solving-skills\src\uri\accepted\Rot13_1249.java", "Java", 0, 33, 0, 0, 0, 0, 0, 9, 7, 49
"e:\workspace\problem-solving-skills\src\uri\accepted\ShortAttendance_1277.java", "Java", 0, 53, 0, 0, 0, 0, 0, 9, 14, 76
"e:\workspace\problem-solving-skills\src\uri\accepted\ShortStoryCompetition_1222.java", "Java", 0, 46, 0, 0, 0, 0, 0, 9, 13, 68
"e:\workspace\problem-solving-skills\src\uri\accepted\SortByLenght_1244.java", "Java", 0, 92, 0, 0, 0, 0, 0, 9, 17, 118
"e:\workspace\problem-solving-skills\src\uri\accepted\TDARational_1022.java", "Java", 0, 119, 0, 0, 0, 0, 0, 10, 19, 148
"e:\workspace\problem-solving-skills\src\uri\accepted\TagReplacement_1254.java", "Java", 0, 77, 0, 0, 0, 0, 0, 10, 17, 104
"e:\workspace\problem-solving-skills\src\uri\accepted\ThrowingCardsAway_1110.java", "Java", 0, 53, 0, 0, 0, 0, 0, 9, 16, 78
"e:\workspace\problem-solving-skills\src\uri\timelimitexceeded\GrowinStrings_1141_AhoCarosickAlg.java", "Java", 0, 172, 0, 0, 0, 0, 0, 11, 34, 217
"e:\workspace\problem-solving-skills\src\uri\timelimitexceeded\GrowinStrings_1141_AhoCarosickAlg1_COPY3.java", "Java", 0, 201, 0, 0, 0, 0, 0, 13, 38, 252
"e:\workspace\problem-solving-skills\src\uri\timelimitexceeded\GrowinStrings_1141_AhoCarosickAlg1_COPY4.java", "Java", 0, 240, 0, 0, 0, 0, 0, 11, 35, 286
"e:\workspace\problem-solving-skills\src\uri\timelimitexceeded\GrowingStrings_1141.java", "Java", 0, 100, 0, 0, 0, 0, 0, 11, 18, 129
"e:\workspace\problem-solving-skills\src\utils\BinarySearch.java", "Java", 0, 34, 0, 0, 0, 0, 0, 10, 8, 52
"e:\workspace\problem-solving-skills\src\utils\DicNode.java", "Java", 0, 31, 0, 0, 0, 0, 0, 9, 6, 46
"e:\workspace\problem-solving-skills\src\utils\Node.java", "Java", 0, 11, 0, 0, 0, 0, 0, 12, 5, 28
"e:\workspace\problem-solving-skills\src\utils\TreeLinkNode.java", "Java", 0, 13, 0, 0, 0, 0, 0, 9, 3, 25
"Total", "-", 70, 16481, 1311, 0, 233, 114, 51, 4731, 3608, 26599
